student_id,subject,test_number,score,best_subject,average_score
1259,Social Studies,1,31,Social Studies,68
1259,Social Studies,2,93,Social Studies,68
1259,Social Studies,3,80,Social Studies,68
1259,Coding,Average,50,Social Studies,68
1259,Math,Average,38,Social Studies,68
1259,Social Studies,Average,68,Social Studies,68
1260,Coding,1,35,Social Studies,54
1260,Coding,2,4,Social Studies,54
1260,Coding,3,25,Social Studies,54
1260,Math,1,24,Social Studies,54
1260,Math,2,41,Social Studies,54
1260,Math,3,36,Social Studies,54
1260,Social Studies,1,89,Social Studies,54
1260,Social Studies,2,55,Social Studies,54
1260,Social Studies,3,18,Social Studies,54
1260,Coding,Average,21.33333333,Social Studies,54
1260,Math,Average,33.66666667,Social Studies,54
1260,Social Studies,Average,54,Social Studies,54
1261,Coding,1,31,Social Studies,31.33333333
1261,Coding,2,30,Social Studies,31.33333333
1261,Coding,3,10,Social Studies,31.33333333
1261,Math,1,33,Social Studies,31.33333333
1261,Math,2,36,Social Studies,31.33333333
1261,Math,3,24,Social Studies,31.33333333
1261,Social Studies,1,4,Social Studies,31.33333333
1261,Social Studies,2,19,Social Studies,31.33333333
1261,Social Studies,3,71,Social Studies,31.33333333
1261,Coding,Average,23.66666667,Social Studies,31.33333333
1261,Math,Average,31,Social Studies,31.33333333
1261,Social Studies,Average,31.33333333,Social Studies,31.33333333
1262,Coding,1,92,Coding,71
1262,Coding,2,62,Coding,71
1262,Coding,3,59,Coding,71
1262,Math,1,19,Coding,71
1262,Math,2,13,Coding,71
1262,Math,3,83,Coding,71
1262,Social Studies,1,15,Coding,71
1262,Social Studies,2,69,Coding,71
1262,Social Studies,3,85,Coding,71
1262,Coding,Average,71,Coding,71
1262,Math,Average,38.33333333,Coding,71
1262,Social Studies,Average,56.33333333,Coding,71
1263,Coding,1,17,Math,68
1263,Coding,2,94,Math,68
1263,Coding,3,3,Math,68
1263,Math,1,85,Math,68
1263,Math,2,98,Math,68
1263,Math,3,21,Math,68
1263,Social Studies,1,23,Math,68
1263,Social Studies,2,33,Math,68
1263,Social Studies,3,49,Math,68
1263,Coding,Average,38,Math,68
1263,Math,Average,68,Math,68
1263,Social Studies,Average,35,Math,68
1264,Coding,1,13,Coding,60.33333333
1264,Coding,2,91,Coding,60.33333333
1264,Coding,3,77,Coding,60.33333333
1264,Math,1,32,Coding,60.33333333
1264,Math,2,71,Coding,60.33333333
1264,Math,3,43,Coding,60.33333333
1264,Social Studies,1,65,Coding,60.33333333
1264,Social Studies,2,73,Coding,60.33333333
1264,Social Studies,3,14,Coding,60.33333333
1264,Coding,Average,60.33333333,Coding,60.33333333
1264,Math,Average,48.66666667,Coding,60.33333333
1264,Social Studies,Average,50.66666667,Coding,60.33333333
1265,Coding,1,36,Math,68
1265,Coding,2,81,Math,68
1265,Coding,3,64,Math,68
1265,Math,1,70,Math,68
1265,Math,2,72,Math,68
1265,Math,3,62,Math,68
1265,Social Studies,1,4,Math,68
1265,Social Studies,2,100,Math,68
1265,Social Studies,3,34,Math,68
1265,Coding,Average,60.33333333,Math,68
1265,Math,Average,68,Math,68
1265,Social Studies,Average,46,Math,68
1266,Coding,1,56,Social Studies,92
1266,Coding,2,72,Social Studies,92
1266,Coding,3,79,Social Studies,92
1266,Math,1,12,Social Studies,92
1266,Math,2,93,Social Studies,92
1266,Math,3,30,Social Studies,92
1266,Social Studies,1,99,Social Studies,92
1266,Social Studies,2,92,Social Studies,92
1266,Social Studies,3,85,Social Studies,92
1266,Coding,Average,69,Social Studies,92
1266,Math,Average,45,Social Studies,92
1266,Social Studies,Average,92,Social Studies,92
1267,Coding,1,82,Social Studies,83.33333333
1267,Coding,2,98,Social Studies,83.33333333
1267,Coding,3,18,Social Studies,83.33333333
1267,Math,1,32,Social Studies,83.33333333
1267,Math,2,58,Social Studies,83.33333333
1267,Math,3,68,Social Studies,83.33333333
1267,Social Studies,1,96,Social Studies,83.33333333
1267,Social Studies,2,62,Social Studies,83.33333333
1267,Social Studies,3,92,Social Studies,83.33333333
1267,Coding,Average,66,Social Studies,83.33333333
1267,Math,Average,52.66666667,Social Studies,83.33333333
1267,Social Studies,Average,83.33333333,Social Studies,83.33333333
1268,Coding,1,92,Social Studies,75
1268,Coding,2,17,Social Studies,75
1268,Coding,3,57,Social Studies,75
1268,Math,1,22,Social Studies,75
1268,Math,2,85,Social Studies,75
1268,Math,3,91,Social Studies,75
1268,Social Studies,1,70,Social Studies,75
1268,Social Studies,2,97,Social Studies,75
1268,Social Studies,3,58,Social Studies,75
1268,Coding,Average,55.33333333,Social Studies,75
1268,Math,Average,66,Social Studies,75
1268,Social Studies,Average,75,Social Studies,75
1269,Coding,1,61,Math,51.66666667
1269,Coding,2,17,Math,51.66666667
1269,Coding,3,42,Math,51.66666667
1269,Math,1,24,Math,51.66666667
1269,Math,2,84,Math,51.66666667
1269,Math,3,47,Math,51.66666667
1269,Social Studies,1,35,Math,51.66666667
1269,Social Studies,2,57,Math,51.66666667
1269,Social Studies,3,61,Math,51.66666667
1269,Coding,Average,40,Math,51.66666667
1269,Math,Average,51.66666667,Math,51.66666667
1269,Social Studies,Average,51,Math,51.66666667
1270,Coding,1,84,Math,64.66666667
1270,Coding,2,33,Math,64.66666667
1270,Coding,3,4,Math,64.66666667
1270,Math,1,66,Math,64.66666667
1270,Math,2,36,Math,64.66666667
1270,Math,3,92,Math,64.66666667
1270,Social Studies,1,43,Math,64.66666667
1270,Social Studies,2,13,Math,64.66666667
1270,Social Studies,3,6,Math,64.66666667
1270,Coding,Average,40.33333333,Math,64.66666667
1270,Math,Average,64.66666667,Math,64.66666667
1270,Social Studies,Average,20.66666667,Math,64.66666667
1271,Coding,1,38,Social Studies,73
1271,Coding,2,58,Social Studies,73
1271,Coding,3,69,Social Studies,73
1271,Math,1,81,Social Studies,73
1271,Math,2,19,Social Studies,73
1271,Math,3,48,Social Studies,73
1271,Social Studies,1,99,Social Studies,73
1271,Social Studies,2,85,Social Studies,73
1271,Social Studies,3,35,Social Studies,73
1271,Coding,Average,55,Social Studies,73
1271,Math,Average,49.33333333,Social Studies,73
1271,Social Studies,Average,73,Social Studies,73
1272,Coding,1,84,Social Studies,63
1272,Coding,2,49,Social Studies,63
1272,Coding,3,28,Social Studies,63
1272,Math,1,36,Social Studies,63
1272,Math,2,63,Social Studies,63
1272,Math,3,75,Social Studies,63
1272,Social Studies,1,96,Social Studies,63
1272,Social Studies,2,25,Social Studies,63
1272,Social Studies,3,68,Social Studies,63
1272,Coding,Average,53.66666667,Social Studies,63
1272,Math,Average,58,Social Studies,63
1272,Social Studies,Average,63,Social Studies,63
1273,Coding,1,76,Social Studies,82
1273,Coding,2,51,Social Studies,82
1273,Coding,3,0,Social Studies,82
1273,Math,1,61,Social Studies,82
1273,Math,2,75,Social Studies,82
1273,Math,3,35,Social Studies,82
1273,Social Studies,1,64,Social Studies,82
1273,Social Studies,2,92,Social Studies,82
1273,Social Studies,3,90,Social Studies,82
1273,Coding,Average,42.33333333,Social Studies,82
1273,Math,Average,57,Social Studies,82
1273,Social Studies,Average,82,Social Studies,82
1274,Coding,1,11,Math,84.33333333
1274,Coding,2,4,Math,84.33333333
1274,Coding,3,67,Math,84.33333333
1274,Math,1,98,Math,84.33333333
1274,Math,2,76,Math,84.33333333
1274,Math,3,79,Math,84.33333333
1274,Social Studies,1,62,Math,84.33333333
1274,Social Studies,2,32,Math,84.33333333
1274,Social Studies,3,53,Math,84.33333333
1274,Coding,Average,27.33333333,Math,84.33333333
1274,Math,Average,84.33333333,Math,84.33333333
1274,Social Studies,Average,49,Math,84.33333333
1275,Coding,1,25,Math,38.33333333
1275,Coding,2,57,Math,38.33333333
1275,Coding,3,12,Math,38.33333333
1275,Math,1,9,Math,38.33333333
1275,Math,2,85,Math,38.33333333
1275,Math,3,21,Math,38.33333333
1275,Social Studies,1,26,Math,38.33333333
1275,Social Studies,2,21,Math,38.33333333
1275,Social Studies,3,13,Math,38.33333333
1275,Coding,Average,31.33333333,Math,38.33333333
1275,Math,Average,38.33333333,Math,38.33333333
1275,Social Studies,Average,20,Math,38.33333333
1276,Coding,1,1,Math,59
1276,Coding,2,95,Math,59
1276,Coding,3,48,Math,59
1276,Math,1,85,Math,59
1276,Math,2,41,Math,59
1276,Math,3,51,Math,59
1276,Social Studies,1,6,Math,59
1276,Social Studies,2,15,Math,59
1276,Social Studies,3,85,Math,59
1276,Coding,Average,48,Math,59
1276,Math,Average,59,Math,59
1276,Social Studies,Average,35.33333333,Math,59
1277,Coding,1,0,Social Studies,47.66666667
1277,Coding,2,75,Social Studies,47.66666667
1277,Coding,3,29,Social Studies,47.66666667
1277,Math,1,0,Social Studies,47.66666667
1277,Math,2,76,Social Studies,47.66666667
1277,Math,3,15,Social Studies,47.66666667
1277,Social Studies,1,15,Social Studies,47.66666667
1277,Social Studies,2,59,Social Studies,47.66666667
1277,Social Studies,3,69,Social Studies,47.66666667
1277,Coding,Average,34.66666667,Social Studies,47.66666667
1277,Math,Average,30.33333333,Social Studies,47.66666667
1277,Social Studies,Average,47.66666667,Social Studies,47.66666667
1278,Coding,1,31,Coding,37
1278,Coding,2,20,Coding,37
1278,Coding,3,60,Coding,37
1278,Math,1,29,Coding,37
1278,Math,2,19,Coding,37
1278,Math,3,20,Coding,37
1278,Social Studies,1,19,Coding,37
1278,Social Studies,2,70,Coding,37
1278,Social Studies,3,19,Coding,37
1278,Coding,Average,37,Coding,37
1278,Math,Average,22.66666667,Coding,37
1278,Social Studies,Average,36,Coding,37
1279,Coding,1,23,Math,52.66666667
1279,Coding,2,52,Math,52.66666667
1279,Coding,3,68,Math,52.66666667
1279,Math,1,76,Math,52.66666667
1279,Math,2,71,Math,52.66666667
1279,Math,3,11,Math,52.66666667
1279,Social Studies,1,71,Math,52.66666667
1279,Social Studies,2,21,Math,52.66666667
1279,Social Studies,3,25,Math,52.66666667
1279,Coding,Average,47.66666667,Math,52.66666667
1279,Math,Average,52.66666667,Math,52.66666667
1279,Social Studies,Average,39,Math,52.66666667
1280,Coding,1,51,Social Studies,79
1280,Coding,2,83,Social Studies,79
1280,Coding,3,62,Social Studies,79
1280,Math,1,69,Social Studies,79
1280,Math,2,87,Social Studies,79
1280,Math,3,37,Social Studies,79
1280,Social Studies,1,62,Social Studies,79
1280,Social Studies,2,99,Social Studies,79
1280,Social Studies,3,76,Social Studies,79
1280,Coding,Average,65.33333333,Social Studies,79
1280,Math,Average,64.33333333,Social Studies,79
1280,Social Studies,Average,79,Social Studies,79
1281,Coding,1,47,Math,69
1281,Coding,2,76,Math,69
1281,Coding,3,3,Math,69
1281,Math,1,42,Math,69
1281,Math,2,81,Math,69
1281,Math,3,84,Math,69
1281,Social Studies,1,84,Math,69
1281,Social Studies,2,61,Math,69
1281,Social Studies,3,45,Math,69
1281,Coding,Average,42,Math,69
1281,Math,Average,69,Math,69
1281,Social Studies,Average,63.33333333,Math,69
1282,Coding,1,17,Social Studies,74.66666667
1282,Coding,2,85,Social Studies,74.66666667
1282,Coding,3,43,Social Studies,74.66666667
1282,Math,1,91,Social Studies,74.66666667
1282,Math,2,39,Social Studies,74.66666667
1282,Math,3,35,Social Studies,74.66666667
1282,Social Studies,1,71,Social Studies,74.66666667
1282,Social Studies,2,91,Social Studies,74.66666667
1282,Social Studies,3,62,Social Studies,74.66666667
1282,Coding,Average,48.33333333,Social Studies,74.66666667
1282,Math,Average,55,Social Studies,74.66666667
1282,Social Studies,Average,74.66666667,Social Studies,74.66666667
1283,Coding,1,32,Social Studies,66.66666667
1283,Coding,2,44,Social Studies,66.66666667
1283,Coding,3,77,Social Studies,66.66666667
1283,Math,1,62,Social Studies,66.66666667
1283,Math,2,27,Social Studies,66.66666667
1283,Math,3,31,Social Studies,66.66666667
1283,Social Studies,1,80,Social Studies,66.66666667
1283,Social Studies,2,31,Social Studies,66.66666667
1283,Social Studies,3,89,Social Studies,66.66666667
1283,Coding,Average,51,Social Studies,66.66666667
1283,Math,Average,40,Social Studies,66.66666667
1283,Social Studies,Average,66.66666667,Social Studies,66.66666667
1284,Coding,1,75,Coding,61.33333333
1284,Coding,2,85,Coding,61.33333333
1284,Coding,3,24,Coding,61.33333333
1284,Math,1,55,Coding,61.33333333
1284,Math,2,9,Coding,61.33333333
1284,Math,3,77,Coding,61.33333333
1284,Social Studies,1,77,Coding,61.33333333
1284,Social Studies,2,4,Coding,61.33333333
1284,Social Studies,3,12,Coding,61.33333333
1284,Coding,Average,61.33333333,Coding,61.33333333
1284,Math,Average,47,Coding,61.33333333
1284,Social Studies,Average,31,Coding,61.33333333
1285,Coding,1,18,Coding,59.66666667
1285,Coding,2,93,Coding,59.66666667
1285,Coding,3,68,Coding,59.66666667
1285,Math,1,26,Coding,59.66666667
1285,Math,2,48,Coding,59.66666667
1285,Math,3,66,Coding,59.66666667
1285,Social Studies,1,64,Coding,59.66666667
1285,Social Studies,2,14,Coding,59.66666667
1285,Social Studies,3,65,Coding,59.66666667
1285,Coding,Average,59.66666667,Coding,59.66666667
1285,Math,Average,46.66666667,Coding,59.66666667
1285,Social Studies,Average,47.66666667,Coding,59.66666667
1286,Coding,1,99,Coding,76.33333333
1286,Coding,2,35,Coding,76.33333333
1286,Coding,3,95,Coding,76.33333333
1286,Math,1,27,Coding,76.33333333
1286,Math,2,41,Coding,76.33333333
1286,Math,3,61,Coding,76.33333333
1286,Social Studies,1,69,Coding,76.33333333
1286,Social Studies,2,18,Coding,76.33333333
1286,Social Studies,3,64,Coding,76.33333333
1286,Coding,Average,76.33333333,Coding,76.33333333
1286,Math,Average,43,Coding,76.33333333
1286,Social Studies,Average,50.33333333,Coding,76.33333333
1287,Coding,1,99,Coding,63.66666667
1287,Coding,2,24,Coding,63.66666667
1287,Coding,3,68,Coding,63.66666667
1287,Math,1,94,Coding,63.66666667
1287,Math,2,27,Coding,63.66666667
1287,Math,3,49,Coding,63.66666667
1287,Social Studies,1,44,Coding,63.66666667
1287,Social Studies,2,16,Coding,63.66666667
1287,Social Studies,3,92,Coding,63.66666667
1287,Coding,Average,63.66666667,Coding,63.66666667
1287,Math,Average,56.66666667,Coding,63.66666667
1287,Social Studies,Average,50.66666667,Coding,63.66666667
1288,Coding,1,32,Social Studies,73.33333333
1288,Coding,2,35,Social Studies,73.33333333
1288,Coding,3,85,Social Studies,73.33333333
1288,Math,1,19,Social Studies,73.33333333
1288,Math,2,40,Social Studies,73.33333333
1288,Math,3,47,Social Studies,73.33333333
1288,Social Studies,1,43,Social Studies,73.33333333
1288,Social Studies,2,95,Social Studies,73.33333333
1288,Social Studies,3,82,Social Studies,73.33333333
1288,Coding,Average,50.66666667,Social Studies,73.33333333
1288,Math,Average,35.33333333,Social Studies,73.33333333
1288,Social Studies,Average,73.33333333,Social Studies,73.33333333
1289,Coding,1,66,Coding,77.33333333
1289,Coding,2,84,Coding,77.33333333
1289,Coding,3,82,Coding,77.33333333
1289,Math,1,69,Coding,77.33333333
1289,Math,2,29,Coding,77.33333333
1289,Math,3,94,Coding,77.33333333
1289,Social Studies,1,54,Coding,77.33333333
1289,Social Studies,2,46,Coding,77.33333333
1289,Social Studies,3,10,Coding,77.33333333
1289,Coding,Average,77.33333333,Coding,77.33333333
1289,Math,Average,64,Coding,77.33333333
1289,Social Studies,Average,36.66666667,Coding,77.33333333
1290,Coding,1,86,Math,62.33333333
1290,Coding,2,51,Math,62.33333333
1290,Coding,3,16,Math,62.33333333
1290,Math,1,33,Math,62.33333333
1290,Math,2,90,Math,62.33333333
1290,Math,3,64,Math,62.33333333
1290,Social Studies,1,1,Math,62.33333333
1290,Social Studies,2,16,Math,62.33333333
1290,Social Studies,3,72,Math,62.33333333
1290,Coding,Average,51,Math,62.33333333
1290,Math,Average,62.33333333,Math,62.33333333
1290,Social Studies,Average,29.66666667,Math,62.33333333
1291,Coding,1,8,Social Studies,31.33333333
1291,Coding,2,32,Social Studies,31.33333333
1291,Coding,3,29,Social Studies,31.33333333
1291,Math,1,29,Social Studies,31.33333333
1291,Math,2,4,Social Studies,31.33333333
1291,Math,3,32,Social Studies,31.33333333
1291,Social Studies,1,56,Social Studies,31.33333333
1291,Social Studies,2,20,Social Studies,31.33333333
1291,Social Studies,3,18,Social Studies,31.33333333
1291,Coding,Average,23,Social Studies,31.33333333
1291,Math,Average,21.66666667,Social Studies,31.33333333
1291,Social Studies,Average,31.33333333,Social Studies,31.33333333
1292,Coding,1,23,Social Studies,59
1292,Coding,2,38,Social Studies,59
1292,Coding,3,83,Social Studies,59
1292,Math,1,7,Social Studies,59
1292,Math,2,10,Social Studies,59
1292,Math,3,57,Social Studies,59
1292,Social Studies,1,81,Social Studies,59
1292,Social Studies,2,8,Social Studies,59
1292,Social Studies,3,88,Social Studies,59
1292,Coding,Average,48,Social Studies,59
1292,Math,Average,24.66666667,Social Studies,59
1292,Social Studies,Average,59,Social Studies,59
1293,Coding,1,47,Math,62.33333333
1293,Coding,2,59,Math,62.33333333
1293,Coding,3,9,Math,62.33333333
1293,Math,1,92,Math,62.33333333
1293,Math,2,5,Math,62.33333333
1293,Math,3,90,Math,62.33333333
1293,Social Studies,1,64,Math,62.33333333
1293,Social Studies,2,62,Math,62.33333333
1293,Social Studies,3,27,Math,62.33333333
1293,Coding,Average,38.33333333,Math,62.33333333
1293,Math,Average,62.33333333,Math,62.33333333
1293,Social Studies,Average,51,Math,62.33333333
1294,Coding,1,27,Social Studies,48
1294,Coding,2,17,Social Studies,48
1294,Coding,3,31,Social Studies,48
1294,Math,1,25,Social Studies,48
1294,Math,2,55,Social Studies,48
1294,Math,3,3,Social Studies,48
1294,Social Studies,1,8,Social Studies,48
1294,Social Studies,2,58,Social Studies,48
1294,Social Studies,3,78,Social Studies,48
1294,Coding,Average,25,Social Studies,48
1294,Math,Average,27.66666667,Social Studies,48
1294,Social Studies,Average,48,Social Studies,48
1295,Coding,1,59,Coding,59
1295,Coding,2,59,Coding,59
1295,Coding,3,59,Coding,59
1295,Math,1,4,Coding,59
1295,Math,2,23,Coding,59
1295,Math,3,48,Coding,59
1295,Social Studies,1,18,Coding,59
1295,Social Studies,2,25,Coding,59
1295,Social Studies,3,59,Coding,59
1295,Coding,Average,59,Coding,59
1295,Math,Average,25,Coding,59
1295,Social Studies,Average,34,Coding,59
1296,Coding,1,10,Math,69
1296,Coding,2,21,Math,69
1296,Coding,3,97,Math,69
1296,Math,1,60,Math,69
1296,Math,2,62,Math,69
1296,Math,3,85,Math,69
1296,Social Studies,1,78,Math,69
1296,Social Studies,2,48,Math,69
1296,Social Studies,3,8,Math,69
1296,Coding,Average,42.66666667,Math,69
1296,Math,Average,69,Math,69
1296,Social Studies,Average,44.66666667,Math,69
1297,Coding,1,75,Social Studies,87.66666667
1297,Coding,2,100,Social Studies,87.66666667
1297,Coding,3,11,Social Studies,87.66666667
1297,Math,1,59,Social Studies,87.66666667
1297,Math,2,63,Social Studies,87.66666667
1297,Math,3,20,Social Studies,87.66666667
1297,Social Studies,1,92,Social Studies,87.66666667
1297,Social Studies,2,88,Social Studies,87.66666667
1297,Social Studies,3,83,Social Studies,87.66666667
1297,Coding,Average,62,Social Studies,87.66666667
1297,Math,Average,47.33333333,Social Studies,87.66666667
1297,Social Studies,Average,87.66666667,Social Studies,87.66666667
1298,Coding,1,33,Coding,67.33333333
1298,Coding,2,87,Coding,67.33333333
1298,Coding,3,82,Coding,67.33333333
1298,Math,1,36,Coding,67.33333333
1298,Math,2,23,Coding,67.33333333
1298,Math,3,20,Coding,67.33333333
1298,Social Studies,1,95,Coding,67.33333333
1298,Social Studies,2,49,Coding,67.33333333
1298,Social Studies,3,40,Coding,67.33333333
1298,Coding,Average,67.33333333,Coding,67.33333333
1298,Math,Average,26.33333333,Coding,67.33333333
1298,Social Studies,Average,61.33333333,Coding,67.33333333
1299,Coding,1,29,Coding,62.66666667
1299,Coding,2,89,Coding,62.66666667
1299,Coding,3,70,Coding,62.66666667
1299,Math,1,2,Coding,62.66666667
1299,Math,2,33,Coding,62.66666667
1299,Math,3,92,Coding,62.66666667
1299,Social Studies,1,95,Coding,62.66666667
1299,Social Studies,2,7,Coding,62.66666667
1299,Social Studies,3,9,Coding,62.66666667
1299,Coding,Average,62.66666667,Coding,62.66666667
1299,Math,Average,42.33333333,Coding,62.66666667
1299,Social Studies,Average,37,Coding,62.66666667
1300,Coding,1,8,Math,68
1300,Coding,2,38,Math,68
1300,Coding,3,12,Math,68
1300,Math,1,31,Math,68
1300,Math,2,82,Math,68
1300,Math,3,91,Math,68
1300,Social Studies,1,6,Math,68
1300,Social Studies,2,58,Math,68
1300,Social Studies,3,17,Math,68
1300,Coding,Average,19.33333333,Math,68
1300,Math,Average,68,Math,68
1300,Social Studies,Average,27,Math,68
1301,Coding,1,24,Social Studies,37
1301,Coding,2,20,Social Studies,37
1301,Coding,3,61,Social Studies,37
1301,Math,1,47,Social Studies,37
1301,Math,2,3,Social Studies,37
1301,Math,3,33,Social Studies,37
1301,Social Studies,1,31,Social Studies,37
1301,Social Studies,2,7,Social Studies,37
1301,Social Studies,3,73,Social Studies,37
1301,Coding,Average,35,Social Studies,37
1301,Math,Average,27.66666667,Social Studies,37
1301,Social Studies,Average,37,Social Studies,37
1302,Coding,1,70,Math,62.33333333
1302,Coding,2,3,Math,62.33333333
1302,Coding,3,9,Math,62.33333333
1302,Math,1,100,Math,62.33333333
1302,Math,2,2,Math,62.33333333
1302,Math,3,85,Math,62.33333333
1302,Social Studies,1,56,Math,62.33333333
1302,Social Studies,2,44,Math,62.33333333
1302,Social Studies,3,55,Math,62.33333333
1302,Coding,Average,27.33333333,Math,62.33333333
1302,Math,Average,62.33333333,Math,62.33333333
1302,Social Studies,Average,51.66666667,Math,62.33333333
1303,Coding,1,89,Coding,67.33333333
1303,Coding,2,90,Coding,67.33333333
1303,Coding,3,23,Coding,67.33333333
1303,Math,1,27,Coding,67.33333333
1303,Math,2,34,Coding,67.33333333
1303,Math,3,3,Coding,67.33333333
1303,Social Studies,1,84,Coding,67.33333333
1303,Social Studies,2,3,Coding,67.33333333
1303,Social Studies,3,1,Coding,67.33333333
1303,Coding,Average,67.33333333,Coding,67.33333333
1303,Math,Average,21.33333333,Coding,67.33333333
1303,Social Studies,Average,29.33333333,Coding,67.33333333
1304,Coding,1,62,Social Studies,65.66666667
1304,Coding,2,36,Social Studies,65.66666667
1304,Coding,3,34,Social Studies,65.66666667
1304,Math,1,42,Social Studies,65.66666667
1304,Math,2,56,Social Studies,65.66666667
1304,Math,3,74,Social Studies,65.66666667
1304,Social Studies,1,85,Social Studies,65.66666667
1304,Social Studies,2,26,Social Studies,65.66666667
1304,Social Studies,3,86,Social Studies,65.66666667
1304,Coding,Average,44,Social Studies,65.66666667
1304,Math,Average,57.33333333,Social Studies,65.66666667
1304,Social Studies,Average,65.66666667,Social Studies,65.66666667
1305,Coding,1,3,Social Studies,54.33333333
1305,Coding,2,96,Social Studies,54.33333333
1305,Coding,3,44,Social Studies,54.33333333
1305,Math,1,59,Social Studies,54.33333333
1305,Math,2,99,Social Studies,54.33333333
1305,Math,3,3,Social Studies,54.33333333
1305,Social Studies,1,44,Social Studies,54.33333333
1305,Social Studies,2,49,Social Studies,54.33333333
1305,Social Studies,3,70,Social Studies,54.33333333
1305,Coding,Average,47.66666667,Social Studies,54.33333333
1305,Math,Average,53.66666667,Social Studies,54.33333333
1305,Social Studies,Average,54.33333333,Social Studies,54.33333333
1306,Coding,1,17,Coding,67.66666667
1306,Coding,2,88,Coding,67.66666667
1306,Coding,3,98,Coding,67.66666667
1306,Math,1,63,Coding,67.66666667
1306,Math,2,7,Coding,67.66666667
1306,Math,3,45,Coding,67.66666667
1306,Social Studies,1,61,Coding,67.66666667
1306,Social Studies,2,38,Coding,67.66666667
1306,Social Studies,3,82,Coding,67.66666667
1306,Coding,Average,67.66666667,Coding,67.66666667
1306,Math,Average,38.33333333,Coding,67.66666667
1306,Social Studies,Average,60.33333333,Coding,67.66666667
1307,Coding,1,8,Coding,67.66666667
1307,Coding,2,99,Coding,67.66666667
1307,Coding,3,96,Coding,67.66666667
1307,Math,1,26,Coding,67.66666667
1307,Math,2,18,Coding,67.66666667
1307,Math,3,97,Coding,67.66666667
1307,Social Studies,1,6,Coding,67.66666667
1307,Social Studies,2,77,Coding,67.66666667
1307,Social Studies,3,22,Coding,67.66666667
1307,Coding,Average,67.66666667,Coding,67.66666667
1307,Math,Average,47,Coding,67.66666667
1307,Social Studies,Average,35,Coding,67.66666667
1308,Coding,1,7,Social Studies,76
1308,Coding,2,39,Social Studies,76
1308,Coding,3,12,Social Studies,76
1308,Math,1,51,Social Studies,76
1308,Math,2,74,Social Studies,76
1308,Math,3,51,Social Studies,76
1308,Social Studies,1,57,Social Studies,76
1308,Social Studies,2,80,Social Studies,76
1308,Social Studies,3,91,Social Studies,76
1308,Coding,Average,19.33333333,Social Studies,76
1308,Math,Average,58.66666667,Social Studies,76
1308,Social Studies,Average,76,Social Studies,76
1309,Coding,1,77,Math,75.66666667
1309,Coding,2,71,Math,75.66666667
1309,Coding,3,63,Math,75.66666667
1309,Math,1,94,Math,75.66666667
1309,Math,2,46,Math,75.66666667
1309,Math,3,87,Math,75.66666667
1309,Social Studies,1,17,Math,75.66666667
1309,Social Studies,2,42,Math,75.66666667
1309,Social Studies,3,94,Math,75.66666667
1309,Coding,Average,70.33333333,Math,75.66666667
1309,Math,Average,75.66666667,Math,75.66666667
1309,Social Studies,Average,51,Math,75.66666667
1310,Coding,1,80,Math,72.33333333
1310,Coding,2,70,Math,72.33333333
1310,Coding,3,36,Math,72.33333333
1310,Math,1,71,Math,72.33333333
1310,Math,2,91,Math,72.33333333
1310,Math,3,55,Math,72.33333333
1310,Social Studies,1,86,Math,72.33333333
1310,Social Studies,2,28,Math,72.33333333
1310,Social Studies,3,46,Math,72.33333333
1310,Coding,Average,62,Math,72.33333333
1310,Math,Average,72.33333333,Math,72.33333333
1310,Social Studies,Average,53.33333333,Math,72.33333333
1311,Coding,1,54,Coding,48
1311,Coding,2,56,Coding,48
1311,Coding,3,34,Coding,48
1311,Math,1,65,Coding,48
1311,Math,2,45,Coding,48
1311,Math,3,29,Coding,48
1311,Social Studies,1,20,Coding,48
1311,Social Studies,2,4,Coding,48
1311,Social Studies,3,74,Coding,48
1311,Coding,Average,48,Coding,48
1311,Math,Average,46.33333333,Coding,48
1311,Social Studies,Average,32.66666667,Coding,48
1312,Coding,1,11,Social Studies,54.66666667
1312,Coding,2,16,Social Studies,54.66666667
1312,Coding,3,24,Social Studies,54.66666667
1312,Math,1,8,Social Studies,54.66666667
1312,Math,2,23,Social Studies,54.66666667
1312,Math,3,24,Social Studies,54.66666667
1312,Social Studies,1,24,Social Studies,54.66666667
1312,Social Studies,2,57,Social Studies,54.66666667
1312,Social Studies,3,83,Social Studies,54.66666667
1312,Coding,Average,17,Social Studies,54.66666667
1312,Math,Average,18.33333333,Social Studies,54.66666667
1312,Social Studies,Average,54.66666667,Social Studies,54.66666667
1313,Coding,1,88,Coding,66.66666667
1313,Coding,2,45,Coding,66.66666667
1313,Coding,3,67,Coding,66.66666667
1313,Math,1,62,Coding,66.66666667
1313,Math,2,27,Coding,66.66666667
1313,Math,3,54,Coding,66.66666667
1313,Social Studies,1,97,Coding,66.66666667
1313,Social Studies,2,4,Coding,66.66666667
1313,Social Studies,3,64,Coding,66.66666667
1313,Coding,Average,66.66666667,Coding,66.66666667
1313,Math,Average,47.66666667,Coding,66.66666667
1313,Social Studies,Average,55,Coding,66.66666667
1314,Coding,1,80,Social Studies,57.33333333
1314,Coding,2,18,Social Studies,57.33333333
1314,Coding,3,24,Social Studies,57.33333333
1314,Math,1,68,Social Studies,57.33333333
1314,Math,2,52,Social Studies,57.33333333
1314,Math,3,37,Social Studies,57.33333333
